"","ResponseId","d_sens_crit","criticism_d","d_sens_chall","challange_d","challenge_seeking","t1p1_correct","t1p2_correct","t1p3_correct","t1p4_correct","t1pp1_correct","t1pp2_correct","t1pp3_correct","t1tp1_correct","t1tp2_correct","t1tp3_correct","t1tp4_correct","t1tp5_correct","t1tp6_correct","t1tp7_correct","t1tp8_correct","set1_scoreraw","eiottime","perssec","eiottimetrans","perstrans","ewd","pers_wd","effort","persistence","resilience","perc_score","Q187","chall_ass_self_1","chall_ass_self_2","chall_ass_self_3","chall_ass_self_4","chall_ass_self_5","chall_word_ev_1","chall_word_ev_2","chall_word_ev_3","chall_word_ev_4","chall_word_ev_5","crit_ass_self_1","crit_ass_self_2","crit_ass_self_3","crit_ass_self_4","crit_ass_self_5","crit_word_ev_1","crit_word_ev_2","crit_word_ev_3","crit_word_ev_4","crit_word_ev_5","chall_word_us_ev_1","chall_word_us_ev_2","chall_word_us_ev_3","chall_word_us_ev_4","chall_word_us_ev_5","crit_word_us_ev_1","crit_word_us_ev_2","crit_word_us_ev_3","crit_word_us_ev_4","crit_word_us_ev_5","pre_ms","pre_ms_words_4","pre_ms_words_5","pre_ms_words_6","ms_words_ev_1","ms_words_ev_2","ms_words_ev_3","chall_gnat_feedback_1","chall_gnat_feedback_2","chall_gnat_feedback_3","chall_gnat_correct_1","chall_gnat_attention_1","crit_gnat_feedback_1","crit_gnat_feedback_2","crit_gnat_feedback_3","crit_gnat_correct_1","crit_gnat_attention_1","Q194","iq_1","iq_2","fms_1","fms_2","fms_3","fms_4","crms_1","crms_2","crms_3","crms_4","chms_1","chms_2","chms_3","chms_4","grit_1","grit_2","grit_3","grit_4","grit_5","grit_6","grit_7","grit_8","fsc_1","fsc_2","crsc_1","crsc_2","chsc","mcsd_1","mcsd_2","mcsd_3","mcsd_4","mcsd_5","mcsd_6","mcsd_7","mcsd_8","mcsd_9","mcsd_10","mcsd_11","mcsd_12","mcsd_13","intdel_1","intdel_2","intdel_3","intdel_4","intdel_5","intdel_6","intdel_7","intdel_8","intdel_9","intdel_10","intdel_11","intdel_12","intdel_13","intdel_14","intdel_15","intdel_16","intdel_17","intdel_18","iqms_avg","crms_avg","chms_avg","fms_avg","fsc_avg","crsc_avg","chall_ev_participant","crit_ev_participant","chall_ev_us","crit_ev_us","mcsd","grit_avg","pre_ms_ev","intuition_pid","deliberation_pid"
"68","R_2D00FqCYrij8YED",1.0273572173259,0.227802923950376,-0.846945955078737,-0.132909152312563,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,4,221.767,144.974,14.8918434050322,12.0405149391544,14.8918434050322,12.0405149391544,0.514605891891599,0.411678490463891,0,1.92628438235549,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","feladat","fejllődés","újdonság","nehézség","küzdelem",3,5,4,2,3,"vélemény","építő","negatív","pozitív","belekötés",3,5,1,5,2,4,2,4,2,2,3,4,3,3,2,"Szerintem egy pozitív visszajelzés lesz, ugyanis a témához még ő maga is nagyon sokat hozzá tudna tenni és át akarja beszélni, hogy esetleg írnék-e még bele többet.","öröm hogy válaszolt","izgalom","kíváncsiság",5,4,3,4,4,5,54,56,4,4,5,65,63,"nem volt",3,4,2,4,5,4,4,4,5,5,4,6,4,5,4,3,3,2,3,3,3,3,3,5,4,4,0,0,0,0,1,0,0,0,1,1,1,1,1,0,4,4,4,5,4,2,2,2,3,4,4,5,3,5,4,3,4,4,3.5,4.5,4.75,3.75,4,4,3.4,3.2,2.8,3,0.461538461538462,3,4,3.88888888888889,3.44444444444444
"69","R_2D1QwQeTgFFshK9",-0.00470750455624147,-0.104525810842037,-0.312985486734004,-0.159544425794479,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,4,105.298,291.838,10.2614813745385,17.0832666665366,10.2614813745385,17.0832666665366,0.295313833009445,0.584095735856112,1,1.87940956886556,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","új","nehézség","szerencse","hasznos","idóigényes",4,3,5,4,2,"fájdalom","építő","barát","anya","vélemény",2,4,5,5,3,3,2,3,5,3,3,4,3,4,2,"Valamit elrontottam és azért szeretne találkozni, hogy a hibákat személyesen tudjuk kijavítani.","kíváncsi","ijedt","izgatott",4,1,5,3,1,5,84,93,5,4,4,87,87,"nem volt",4,5,3,3,4,4,5,6,4,5,5,5,5,5,3,2,3,2,3,3,1,3,3,4,4,5,0,0,0,1,1,0,1,0,1,0,0,1,0,0,4,4,5,4,3,2,5,2,1,5,4,5,2,3,4,2,2,5,4.5,5,5,3.5,3.5,4.5,3.6,3.8,3.2,3.2,0.384615384615385,2.5,3.33333333333333,3.11111111111111,3.77777777777778
"70","R_2dy8HvTbdxUUhYZ",-1.33182317571743,0.293825561393822,0.841389513205622,0.842532358903003,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,4,258.822,215.429,16.0879457980191,14.6774997870891,16.0879457980191,14.6774997870891,0.571252813809281,0.501839911886466,0.666666666666667,1.73975939236241,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","bátorság","erő","küzdelem","nehéz","motiváció",5,4,4,2,5,"beszéd","építő","gondolat","sértődés","fölény",3,4,3,1,2,4,4,4,4,4,2,3,3,3,2,"Azt gondolnám, hogy esetlegesen kivetnivalója, vagy jobbító javaslata van számomra.","szorongás","bizonytalanság","félelem",1,2,1,4,3,4,31,33,4,4,4,39,40,"A szavakat a megjelenésükkor kimondtam magamban.",4,4,3,4,4,5,4,4,3,4,4,4,4,4,3,2,3,2,3,3,3,2,3,4,4,3,1,0,0,0,1,1,0,1,1,1,0,0,0,1,4,4,5,5,4,3,5,4,3,5,4,4,4,5,4,4,5,4,4,3.75,4,4,3.5,3.5,4,2.6,4,2.6,0.461538461538462,2.625,1.33333333333333,4.11111111111111,4.33333333333333
"71","R_2dZ7Uxxap5zFgGO",-0.131054516856496,-0.468744280032317,-0.266504605650456,-0.168909683962585,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,4,197.441,286.182,14.0513700399641,16.9169146123045,14.0513700399641,16.9169146123045,0.474801415816595,0.578407975580249,1,3.05320939139684,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","cél","fejlődés","verseny","képesség","jó",5,5,4,4,5,"negatív","pozitív","social media","barátság","ellenség",1,5,3,5,1,4,2,3,2,4,2,4,3,4,2,"Nem tudom, de örülök neki, hogy szánt rá időt, és nagyon kíváncsian várom a véleményét. Valószínűleg sok hibát talált benne, ezért szeretne személyesen találkozni, viszont pozitív, hogy foglalkozik vele.","Öröm","Izgatottság","Türelmetlenség",5,4,2,4,5,4,60,80,4,5,4,50,70,"Próbáltam figyelni.",6,6,1,1,4,3,5,3,4,3,4,4,4,5,3,2,2,2,2,2,1,3,3,4,4,4,0,0,1,1,1,0,1,1,1,1,1,1,1,0,4,4,4,4,4,3,3,5,3,5,4,4,2,3,4,4,4,4,6,3.75,4.25,2.25,3.5,4,4.6,3,3,3,0.769230769230769,2.125,3.66666666666667,3.55555555555556,4
"72","R_2e56fkZGzBAwkHt",-1.12531545343804,-0.347490896612854,-0.0115350082569869,0.0829321571118129,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,4,248.039,198.53,15.7492539505845,14.0900674235434,15.7492539505845,14.0900674235434,0.555212505932399,0.481754951243488,1,3.03696745717589,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","verseny","iskola","élet","nehézség","csata",3,3,3,1,1,"újság","politika","ember","negatív","vélemény",3,2,3,1,4,2,1,3,2,3,1,2,2,1,1,"Valószínűleg valami negatív dolgot akar elmondani, amire az email nem elegendő. Legvalószínűbb az, hogy nem igazán tetszett neki a dolog. Az email megkapása után szorongás töltene el.","szorongás","félelem","szégyen",1,1,1,3,3,5,61,91,3,3,5,71,91,"Miután már az összes szóval megismerkedtem, könnyebb volt, mivel tudtam, melyik szavak közül lehet választani. Próbáltam az érzésekre hagyatkozni, de mivel az értékeléshez tartozó szavak általában számomra negatív érzelmekkel járnak, nehezebb volt a besorolás, ha pozitív szavakat kellett keresni.",4,3,1,1,1,1,2,1,1,3,1,3,3,1,1,4,3,1,4,3,3,1,1,2,1,3,0,0,0,1,1,1,1,0,1,1,0,0,0,0,4,3,3,5,3,5,5,5,3,4,3,5,2,4,3,2,3,3,3.5,1.75,2,1,1.5,2,2.2,2.6,2.2,1.4,0.461538461538462,2.5,1,3.11111111111111,4.11111111111111
"73","R_2eRSnjknjrshUZm",0,-0.20960014615823,0.306969824309662,0.142443395418532,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,4,238.014,287.727,15.4277023564755,16.9625175018333,15.4277023564755,16.9625175018333,0.539983953468334,0.5799671886884,1,2.11995114215673,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","verseny","feladat","bonyolult","nehéz","győzelem",3,3,1,1,5,"negatív","pozitív","építő","bántó","filmek",1,5,5,1,3,4,5,4,4,3,2,4,2,3,1,"Azt, hogy jó lett. Még egy-két dolgot szeretne hozzáadni. Építő jellegű kritika.","izgalom","félelem","szorongás",4,2,1,5,4,5,85,90,4,3,5,95,95,"Próbáltam minél gyorsabban értelmezni és reagálni.",5,5,3,1,3,3,3,4,4,3,1,1,6,3,3,2,5,2,2,2,2,3,5,3,5,4,0,0,1,1,1,0,1,1,1,1,0,1,1,1,5,5,5,5,5,5,3,2,4,5,4,5,2,4,3,5,5,5,5,3.5,2.75,2.5,4,4.5,2.6,3,4,2.4,0.769230769230769,2.625,2.33333333333333,4.11111111111111,4.44444444444444
"74","R_2OOP3HABHgRHjGZ",-0.216865388929683,-0.148662779688041,-1.06860353792113,-0.234185976393444,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,4,184.26,108.892,13.5742403102347,10.4351329651327,13.5742403102347,10.4351329651327,0.452204746247954,0.356788709501617,1,1.80899345574957,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","probléma","feladat","megoldás","aktivitás","kudarc",1,3,5,5,1,"vélemény","negatív","építő","értékelés","befolyásolás",3,1,5,3,3,2,2,2,1,2,3,3,3,4,3,"Nem feltétlenül gondolnék negatív dologra, de persze megfordulna a fejembe, hogy lehet annyira rossz lett, hogy személyesen szeretné közölni. Azonban inkább elsősorban arra gondolnék, hogy ez egy olyan fontos állomása a diplomaszerzésnek, hogy inkább személyesen kellene konzultálnunk róla. Biztosan ott forogna a gondolat a fejembe a találkozó időpontjáig, de megpróbálnék nem stresszelni rajta.","stressz","megfelelni vágyás","nyomás",1,2,1,3,4,5,60,90,3,4,5,70,90,"Nem volt.",6,6,1,3,4,1,3,2,5,4,1,1,3,2,5,2,1,2,1,3,2,2,1,5,4,5,0,0,0,1,1,0,0,0,1,1,1,0,0,0,3,3,3,3,3,1,4,5,3,5,5,5,5,4,5,3,4,4,6,3.5,1.75,2.25,3,4.5,3,3,1.8,3.2,0.384615384615385,2.25,1.33333333333333,4.22222222222222,3.33333333333333
"75","R_2OTMw3t8RLlc34c",0.374171695826202,0.0507017058573167,0.53249598641007,0.0833373870907623,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,4,344.886,297.501,18.5711065906154,17.2482172991878,18.5711065906154,17.2482172991878,0.688854297053527,0.589735579981887,1,3.27858987703541,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","nehézség","akadály","izgalom","teljesíteni akarás","küzdelem",2,3,5,4,5,"fejlődés","észrevétel","problémázás","útmutatás","bizonyításvágy",5,5,1,5,4,5,5,4,4,4,4,5,5,3,2,"Sok észrevétele van vele kapcsolatban, vagy/és írásban nehezebben tudja megfogalmazni, ezért inkább szóban mondaná el, mutatna rá a dolgokra, amikre szeretne. Valószínűleg objektív visszajelzést fog adni, elmondja majd a hibákat, de ad tanácsokat, hogy hogyan lehetne jobbá tenni","izgalom","kíváncsiság","móka",5,5,4,4,3,5,66,90,4,2,5,70,95,"A sok ismétlődő szó segített, hogy berögződjenek a ""jó"" megoldások",5,4,2,4,5,6,5,5,6,5,5,5,6,5,2,1,3,3,2,2,2,4,5,5,5,5,1,0,1,1,1,1,0,1,1,1,1,0,0,1,4,4,4,4,5,4,4,3,3,5,4,4,3,4,3,2,4,4,4.5,5.25,5.25,4.25,5,5,3.8,4,4.4,3.8,0.692307692307692,2.375,4.66666666666667,3.44444444444444,4.11111111111111
"76","R_2OVHZZzaEgSriAz",-0.598554901269119,0.140787623178225,0.469379885905308,0.185159760134571,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,4,221.669,105.961,14.888552649603,10.2937359593104,14.888552649603,10.2937359593104,0.514450043055463,0.351954189864607,1,2.86640423292007,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","teljesítmény","fegyelem","eredmény","erő","csapat",5,5,5,5,5,"vélemény","pozitivitás","pesszimizmus","vita","leszidás",3,5,2,2,1,4,3,4,2,3,3,3,3,3,2,"Elmondaná a véleményét. Valószínűleg a negatív és a pozitív dolgokat is. Segítene abban, hogy mit kéne még rajta javítani finomítani. Szerintem semleges visszajelzés, lesz, a fentiek miatt.","izgalom","szorongás","várakozás",4,2,4,4,4,5,46,71,4,4,5,50,60,"Próbáltam a szavak első pár betűjére koncentrálni, hogy minél gyorsabban tudjam a választ megadni, sokszor nem is olvastam végig a szót.",6,6,3,4,5,5,5,5,5,5,5,5,4,5,3,2,3,2,3,2,2,3,4,5,4,5,1,0,0,0,1,1,0,0,0,0,1,0,0,0,3,3,4,3,3,3,4,3,4,4,4,3,2,3,3,3,4,3,6,5,4.75,4.25,4.5,4.5,5,2.6,3.2,2.8,0.230769230769231,2.5,3.33333333333333,3.22222222222222,3.33333333333333
"77","R_2pVOrlHeGzDDNxK",-0.0390557645876721,-0.51237342941338,-0.286899013240237,0.139071007769978,0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,1,3,28.582,33.03,5.34621361339032,5.74717321820041,5.34621361339032,5.74717321820041,0.0625287548231646,0.196502193374581,1,1.25903094819775,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","elfogadva","challenge","öröm","akció","jó hozzáállás",5,5,5,5,5,"film","hollywood","negatív","pozitív","sajtó",4,4,1,5,3,4,3,5,2,3,4,4,4,3,2,"nem igazán tudom megmondani, szerintem ennyi információból semleges lenne","izgulás","kíváncsiság","várakozás",1,4,3,5,5,3,5,20,4,4,5,40,30,"nem igazán",2,2,2,2,5,5,2,2,5,5,4,3,4,4,3,5,5,5,5,4,5,5,4,1,3,5,0,0,0,0,0,0,0,0,1,1,0,0,0,1,3,2,2,2,1,1,4,3,4,3,4,4,2,4,3,2,4,2,2,3.5,3.75,3.5,2.5,4,5,3.4,3.4,3.4,0.230769230769231,4.625,2.66666666666667,3.22222222222222,2.33333333333333
"78","R_2q1UDmCHGskPpIR",0.592617058310189,-0.133817531079713,-1.55374026606565,0.527928385554614,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,4,137.614,84.351,11.7308993687611,9.18428004799505,11.7308993687611,9.18428004799505,0.364904870424982,0.314020668157717,1,2.6789255385827,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","nyerés","elfogadás","nehéz","akadály","ambíció",5,5,2,1,5,"fejlődés","ítélet","bántó","segítő","színház",5,1,1,5,5,4,1,3,3,4,3,5,4,5,2,"Lehetséges, hogy komolyabb problémák vannak vele, és nagyobb változtatásokat kell csinálni.","izgulás","félelem","zavarodottság",2,1,1,4,4,5,55,90,4,4,5,50,86,"Igyekeztem nagyon összpontosítani",5,5,2,3,5,3,4,4,5,5,5,4,5,5,4,4,4,2,3,2,2,3,3,5,4,5,1,0,0,1,1,0,1,1,1,1,1,0,1,1,4,4,4,5,4,4,4,3,5,5,4,5,4,5,5,3,5,4,5,4.5,4.75,3.25,4,4.5,3.6,3.4,3,3.8,0.692307692307692,3,1.33333333333333,4.44444444444444,4.11111111111111
"79","R_2QhVFbTx2BiV8pn",0.266931721243604,0.348980014743278,-0.0875567044767931,-0.324670179770827,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,4,119.326,126.211,10.9236440806171,11.2343669158524,10.9236440806171,11.2343669158524,0.326673588936665,0.384115400097699,1,2.71078898903436,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","harc","ellenfél","nehézség","cél","teljesítmény",2,1,1,4,3,"film","politika","étel","fejlődés","cikk",3,3,3,5,3,2,2,3,2,2,4,4,3,3,3,"Gondolom elmondja min kéne még benne javítanom, és kiemeli a nagyon jó részeket","izgalom","félelem","öröm",4,1,5,3,4,4,55,80,4,4,5,60,85,"Nem",3,4,4,2,3,2,4,4,4,4,1,1,3,2,2,3,2,2,1,2,1,2,3,5,3,4,0,1,0,1,1,0,0,1,1,1,1,1,1,0,5,5,4,5,4,5,5,5,5,5,5,5,4,4,4,5,4,5,3.5,4,1.75,2.75,4,3.5,2.2,3.4,2.2,3.4,0.692307692307692,1.875,3.33333333333333,4.55555555555556,4.77777777777778
"80","R_2QPUzuNwBW8Wz9E",-0.266504605650455,0.586247780621637,0.756335755720666,0.357117894566532,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,4,223.997,284.273,14.9665293237945,16.8603973855897,14.9665293237945,16.8603973855897,0.518142986569517,0.576475589241566,1,3.09461857581108,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","izgatottság","vágy","teljesítmény","akaraterő","szorgalom",5,5,5,5,5,"frusztráció","fejlődés","határozottság","kitartás","csalódottság",1,5,5,5,2,5,2,3,4,4,2,4,4,3,2,"Szerintem azért szeretne személyesen találkozni, hogy megbeszéljünk valamit a dolgozat kapcsán, ami talán nem teljesen volt világos számára.","izgalom","kételkedés","kíváncsiság",4,2,4,1,5,5,70,96,2,5,5,78,91,"Sokszor jelentésértelmezés nélkül, csupán a szóalakra asszociálva próbáltam kategorizálni, mert úgy gondoltam így hatékonyabb és gyorsabb lehetek, ám éppen ezért a hasonló hangalakú szavaknál mindig pórul jártam (pl. remek-rémes).",6,6,2,4,6,4,4,4,5,4,5,5,5,5,3,3,2,2,3,3,2,1,3,4,4,4,1,0,0,0,1,1,0,0,1,1,1,0,1,1,4,5,5,5,4,5,4,3,5,4,4,5,3,4,4,3,4,4,6,4.25,5,4,3.5,4,5,3.6,3.6,3,0.538461538461538,2.375,3.33333333333333,4,4.33333333333333
"81","R_2QQyD2Rn9xRXX0P",1.06860353792113,0.0210569226678876,0.523835213239345,0.651776007635914,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,4,223.943,243.315,14.9647251895917,15.5985576256268,14.9647251895917,15.5985576256268,0.518057543508862,0.533331895619329,1,3.05138943912819,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","harc","verseny","ellenfél","megpróbáltatás","erő",2,4,2,3,5,"elfogadás","tapasztalat","fejlődés","személyeskedés","visszajelzés",5,5,5,1,4,4,3,3,3,3,4,5,4,5,3,"Olyan korrektúrákat kellene orvosolni, amiket személyesen lehet csak jól és érthetően átadni. A beadott munka alapjaiban jó, viszont mindenképp átdolgozásra szorul néhány helyen.","büszkeség","kíváncsiság","fontosság",5,4,5,5,5,5,80,70,4,3,5,91,85,"Nem igazán, próbálkoztam azzal, hogy a felvillanó szót magamban kategorizáltam először, aztán döntöttem, hogy lenyomjam-e a space-t, vagy sem, de ez túl hosszú időnek bizonyult. Inkább a felvillanó szót mondtam ki magamban, és ezután próbáltam kategorizálni.",5,5,2,4,4,4,5,5,5,5,5,6,4,4,3,2,3,1,3,2,2,1,3,5,4,4,0,0,0,0,1,0,0,0,1,1,1,0,0,0,5,4,4,5,4,4,4,4,4,5,4,3,2,3,4,3,3,4,5,5,4.75,3.5,4,4,3.2,4,3.2,4.2,0.307692307692308,2.125,4.66666666666667,3.33333333333333,4.33333333333333
"82","R_2QxsoZEYCz8nSNt",0.0592179389232999,0.601975363837912,-0.809860475370453,0.314440537244126,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,4,338.94,600.68,18.4103231910795,24.5087739391427,18.4103231910795,24.5087739391427,0.681239660771071,0.837982022311716,1,3.51922168308279,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","fejlődés","nehézség","változás","feladat","tapasztalat",5,3,4,3,5,"vélemény","visszajelzés","fejlődés","értékelés","rossz",3,4,5,4,2,4,2,4,2,4,3,4,4,3,2,"a témavezetők tapasztaltságából kiindulva, biztosan korrigálni fogja egyes részeit, ami pozitív hatással lesz nem csak a munkámra, de a tudásomra is","megkönnyebbült","boldog","kíváncsi",5,5,5,3,3,4,55,81,2,3,4,46,93,"nem",2,3,4,4,4,4,4,4,4,4,5,5,4,5,3,3,3,3,4,2,3,4,4,5,3,5,1,0,0,1,0,1,0,0,1,1,0,0,0,1,4,4,4,4,4,4,3,2,4,4,5,5,2,3,3,2,2,2,2.5,4,4.75,4,4.5,4,4,3.6,3.2,3.2,0.384615384615385,3.125,5,3.11111111111111,3.66666666666667
"83","R_2R8ntfPyrxIpLU9",0.523835213239345,0.131216332743525,0.706696538999893,-0.0988255827662172,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,4,584.493,361.638,24.176290037969,19.0167820621681,24.176290037969,19.0167820621681,0.954313500996439,0.650204760543572,1,3.60451826154001,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","sebesség","szél","magabiztosság","feladat","meglepetés",4,3,5,3,3,"esszé","teljesítmény","izgalom","fejlődés","épület",3,4,4,5,4,4,5,5,4,4,4,5,5,3,4,"A szakdolgozat egyes részei további munkát és felépítésbeli átdolgozást igényelnek. Ötlete támadt egyértelműen jobb megoldásokhoz. Akár fontos szakirodalmat is talált.","szorongás","izgalom","félelem",2,3,1,2,3,4,61,68,2,3,5,78,80,NA,4,4,4,4,6,4,4,4,4,5,5,5,4,4,2,3,2,4,2,3,2,4,5,5,4,4,0,1,0,1,1,0,0,1,1,1,1,0,1,1,4,5,4,4,4,4,3,3,4,4,3,4,2,4,3,3,4,4,4,4.25,4.5,4.5,5,4,3.6,4,4.4,4.2,0.692307692307692,2.75,2,3.44444444444444,3.88888888888889
"84","R_2rBpIJYyUFxL1eB",-0.103895783030971,0.232879212439322,0.824666139071152,-0.508192724909692,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,134.092,152.157,11.5798100157127,12.3351935534064,11.5798100157127,12.3351935534064,0.35774934023383,0.421753877413729,1,2.77950321764756,NA,"esély","nyerés","vesztés","döntetlen","nehézségek",5,5,2,3,1,"kritizál","írás","őszinte","jó","rossz",2,3,4,5,1,4,3,4,4,4,2,5,5,5,2,"Elég jó lett. De még javasolnék egy- két dolgot, amin javítani kéne. Továbbá jó lenne ha elolvasnád még egyszer vagy valaki elolvasná ás kijavítanád a nyelvtani hibákat.","izgalom","igazság","segíteni akarás",4,4,5,4,4,5,46,75,4,3,5,52,80,"Nem, volt.",5,4,5,5,3,5,5,4,5,5,5,6,5,5,3,4,2,2,2,3,2,1,5,4,5,5,0,0,0,0,0,1,0,0,1,1,0,0,0,0,3,3,3,2,2,1,5,2,2,2,4,2,2,3,2,3,2,4,4.5,4.75,5.25,4.5,4.5,5,3.2,3,3.8,3.8,0.230769230769231,2.375,4.33333333333333,2.66666666666667,2.55555555555556
"85","R_2rkZPj8scp6GGBc",0.574496694505443,0.7614507172489,0.58103848419327,0.169537045833568,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,4,95.68,175.449,9.78161540850999,13.2457162886723,9.78161540850999,13.2457162886723,0.272587576404701,0.452885654342004,1,2.7254732307467,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","nehéz","verseny","lehetőség","megmérettetés","feladat",2,4,5,4,3,"vélemény","negatív","vizsgálat","film","bölcs",3,1,3,4,5,4,2,4,2,3,3,4,4,3,2,"Felhívná a figyelmemet égető hibákra, melyeket gyorsan javítanom kellene.","Félelem","Izgalom","Rémület",2,3,1,4,4,4,38,83,4,4,4,24,78,"Nem volt.",4,4,4,4,5,3,4,4,4,4,4,5,5,3,3,3,3,3,2,2,3,4,4,4,4,4,0,0,0,0,1,0,0,0,1,1,1,0,0,0,3,4,3,4,4,4,3,4,3,2,3,2,2,1,4,2,4,3,4,4,4.25,4,4,4,3.6,3.2,3,3.2,0.307692307692308,2.875,2,2.66666666666667,3.44444444444444
"86","R_2RRkeRfohCKCTdK",-0.0892545836368615,0.614051659032841,-0.765718347354431,-0.116464755706703,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,4,23.847,161.686,4.88333902161216,12.7155809934112,4.88333902161216,12.7155809934112,0.0406072027788965,0.434759743681403,1,2.4753669464603,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","iskola","erőpróba","nehéz","fejlődés","esély",3,4,2,5,4,"visszajelzés","tanács","építő","romboló","értékelés",4,3,5,1,2,2,5,4,2,3,3,5,2,1,2,"Szeretné elmondani nekem a meglátásait, hogy mi tetszett/nem tetszett neki.","szorongás","félelem","megkönnyebbülés",1,2,4,4,5,3,61,57,5,3,4,72,66,"Elolvastam a szavakat.",5,6,3,2,1,3,6,6,3,5,3,5,4,5,4,4,2,2,1,3,2,1,1,4,4,5,1,0,0,1,1,0,1,1,1,1,0,1,0,1,5,3,5,4,4,5,5,5,5,5,5,5,5,5,5,5,4,4,5.5,5,4.25,2.25,2.5,4.5,3.6,3,3.2,2.6,0.615384615384615,2.375,2.33333333333333,4.77777777777778,4.55555555555556
"87","R_2rSdYvJPb52BrnB",-1.14452408591502,0.289465873490871,-0.139111139247193,-0.203145414220845,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,3,150.325,347.056,12.2607096042603,18.6294390683134,12.2607096042603,18.6294390683134,0.389996467279464,0.636961076215475,1,3.02695754349494,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","karrier","egyetem","teljesítmény","alázat","fegyelem",4,4,4,5,5,"önfejlődés","felismerés","dicséret","őszinteség","objektivitás",5,5,5,5,5,4,3,4,4,4,4,4,3,3,2,"Vagy elnyerte a tetszését a munka, vagy valamit elhibáztam, és erről szeretne konzultálni.","meglepődöttség","izgatottság","feszültség",4,4,2,3,4,5,85,90,4,4,5,80,75,"Egy picit kivártam minden szónál, de nem annyit, hogy eltűnjön a szó. Figyeltem a betűk színére, próbáltam megjegyezni a szavakat.",6,6,4,4,4,5,4,4,4,5,5,5,5,5,2,2,2,2,2,2,2,3,4,4,3,4,1,0,1,1,0,1,0,1,1,1,1,0,0,0,4,4,4,5,4,4,4,4,3,5,2,3,2,4,3,3,3,4,6,4.25,5,4.25,4,3.5,4.4,5,3.8,3.2,0.538461538461538,2.125,3.33333333333333,3,4.22222222222222
