"","id","challenge_1","challenge_2","challenge_3","challenge_4","challenge_5","att_challenge_1","att_challenge_2","att_challenge_3","att_challenge_4","att_challenge_5","criticism_1","criticism_2","criticism_3","criticism_4","criticism_5","att_criticism_1","att_criticism_2","att_criticism_3","att_criticism_4","att_criticism_5","failure_sc_1","failure_sc_2","criticism_sc_1","criticism_sc_2","challenge_sc","iq_ms_1","iq_ms_2","failure_ms_1","failure_ms_2","failure_ms_3","failure_ms_4","criticism_ms_1","criticism_ms_2","criticism_ms_3","criticism_ms_4","challenge_ms_1","challenge_ms_2","challenge_ms_3","challenge_ms_4","ego_res_1","ego_res_2","ego_res_3","ego_res_4","ego_res_5","ego_res_6","ego_res_7","ego_res_8","ego_res_9","ego_res_10","ego_res_11"
"110","R_1gLvJzYlHytaFnq","teljesítmény","eredményesség","ambíció","kitűzött célok","feladat","inkább pozitív","pozitív","inkább pozitív","inkább pozitív","semleges","hiba","kudarc","vélemény","javítás","nézőpontok","negatív","negatív","semleges","inkább pozitív","semleges","Nagyon valószínű, hogy így gondolnám.","Talán így gondolnám.","Talán így gondolnám.","Kevésbé valószínű, hogy így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Inkább egyetértek","Inkább egyetértek","Nem értek egyet","Inkább nem értek egyet","Egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Egyetértek","Inkább egyetértek","Inkább nem értek egyet","Nem értek egyet","Inkább egyetértek","Inkább egyetértek","Nem értek egyet","Nem értek egyet","Nem értek egyet","Nem értek egyet","Nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Nem értek egyet","Egyetértek","Egyetértek"
"111","R_OwhOzyupeDrtdu1","feladat","cél","akaraterő","lépcső","siker","pozitív","pozitív","pozitív","pozitív","pozitív","vélemény","negtív","torlás","felesleges","ismeretlen","pozitív","negatív","negatív","semleges","semleges","Egyáltalán nem valószínű, hogy így gondolnám.","Teljes mértékben így gondolnám.","Kevésbé valószínű, hogy így gondolnám.","Egyáltalán nem valószínű, hogy így gondolnám.","A nehéz feladatot, ahol valószínűleg tanulok valami újat.","Egyetértek","Teljes mértékben egyetértek","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek","Egyetértek","Inkább egyetértek","Teljes mértékben egyetértek","Teljes mértékben egyetértek","Teljes mértékben egyetértek","Egyetértek","Teljes mértékben egyetértek","Nem értek egyet","Egyetértek","Teljes mértékben egyetértek","Teljes mértékben egyetértek","Teljes mértékben egyetértek","Egyetértek","Teljes mértékben egyetértek","Egyetértek","Egyetértek","Teljes mértékben egyetértek","Teljes mértékben egyetértek","Teljes mértékben egyetértek","Teljes mértékben egyetértek"
"112","R_27BsOAWuHjeTjfE","bátorság","nehézség","cél","eredmény","siker","pozitív","inkább negatív","inkább pozitív","inkább pozitív","pozitív","szigor","nehézség","kudarc","fejlődés","javulás","negatív","inkább negatív","negatív","pozitív","pozitív","Nagyon valószínű, hogy így gondolnám.","Kevésbé valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Talán így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Nem értek egyet","Nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Egyetértek","Nem értek egyet","Nem értek egyet","Egyetértek","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Egyetértek","Nem értek egyet","Egyáltalán nem értek egyet","Inkább egyetértek","Egyetértek","Inkább egyetértek","Inkább egyetértek"
"113","R_31sicLbwDZ8RVkQ","Megpróbáltatás","Küzdelem","Megoldandó probléma","Nehézség","Harc","semleges","semleges","inkább negatív","negatív","inkább pozitív","Minősítés","Értékelés","Visszajelzés","Bírálat","Önkritika","semleges","inkább pozitív","pozitív","negatív","pozitív","Kevésbé valószínű, hogy így gondolnám.","Teljes mértékben így gondolnám.","Kevésbé valószínű, hogy így gondolnám.","Teljes mértékben így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Inkább nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek","Teljes mértékben egyetértek","Egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Egyetértek","Nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Nem értek egyet","Egyetértek","Inkább nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Nem értek egyet","Egyetértek","Inkább egyetértek","Inkább egyetértek","Egyetértek"
"114","R_1d0QHoUyJ8l8bwo","türelem","nehézség","stratégia","küzdés","siker","semleges","inkább negatív","semleges","inkább pozitív","pozitív","csalódás","építőjelleg","változás","anya","sértődés","negatív","inkább pozitív","inkább pozitív","semleges","negatív","Talán így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Teljes mértékben így gondolnám.","A nehéz feladatot, ahol valószínűleg tanulok valami újat.","Nem értek egyet","Nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Nem értek egyet","Nem értek egyet","Egyetértek","Egyetértek","Inkább nem értek egyet","Egyáltalán nem értek egyet","Inkább egyetértek","Inkább egyetértek","Nem értek egyet","Nem értek egyet","Egyetértek","Egyetértek","Egyetértek","Egyetértek","Egyetértek","Egyetértek","Inkább nem értek egyet","Inkább egyetértek","Egyetértek","Egyetértek","Teljes mértékben egyetértek"
"115","R_2WYl458SjnZBdE9","Nehéz","Beadandó","Német irodalom","Tárgyfelvétel","Szeptember","negatív","inkább negatív","negatív","negatív","inkább negatív","Esszé","Gondolkodásmód","Alkotás","Építő","Elégtelen","negatív","inkább pozitív","semleges","inkább pozitív","negatív","Kevésbé valószínű, hogy így gondolnám.","Talán így gondolnám.","Talán így gondolnám.","Talán így gondolnám.","A nehéz feladatot, ahol valószínűleg tanulok valami újat.","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Inkább egyetértek","Egyetértek","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Teljes mértékben egyetértek","Egyáltalán nem értek egyet","Nem értek egyet","Egyetértek","Egyetértek","Nem értek egyet","Teljes mértékben egyetértek","Egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Egyetértek","Inkább egyetértek","Egyetértek","Egyetértek"
"116","R_28SzFq1GcKFnwjO","Harc","Játék","Izzadás","Hegy","Élet","semleges","inkább pozitív","inkább negatív","inkább negatív","inkább pozitív","Sértés","Bullying","Szubjektivitás","Érzelmek","Meggyőződés","negatív","negatív","semleges","semleges","inkább pozitív","Nagyon valószínű, hogy így gondolnám.","Kevésbé valószínű, hogy így gondolnám.","Talán így gondolnám.","Kevésbé valószínű, hogy így gondolnám.","A nehéz feladatot, ahol valószínűleg tanulok valami újat.","Inkább egyetértek","Egyetértek","Egyáltalán nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Egyetértek","Inkább egyetértek","Nem értek egyet","Teljes mértékben egyetértek","Inkább egyetértek","Teljes mértékben egyetértek","Teljes mértékben egyetértek","Egyetértek","Inkább egyetértek","Nem értek egyet","Egyetértek","Inkább nem értek egyet","Nem értek egyet","Egyetértek"
"117","R_2oi39qPpuwOFaCJ","Verseny","Megfelelés","Feladat","Bizonyítás","Siker","pozitív","inkább pozitív","inkább pozitív","pozitív","pozitív","Bírálat","Észrevétel","Fejlődés","Támadás","Önkritika","semleges","inkább pozitív","pozitív","negatív","inkább pozitív","Nagyon valószínű, hogy így gondolnám.","Kevésbé valószínű, hogy így gondolnám.","Teljes mértékben így gondolnám.","Nagyon valószínű, hogy így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Nem értek egyet","Nem értek egyet","Nem értek egyet","Inkább egyetértek","Nem értek egyet","Inkább egyetértek","Inkább egyetértek","Nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Teljes mértékben egyetértek","Teljes mértékben egyetértek","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Egyetértek","Teljes mértékben egyetértek","Egyetértek","Teljes mértékben egyetértek","Egyetértek","Egyetértek","Egyetértek","Egyetértek","Teljes mértékben egyetértek","Inkább egyetértek","Teljes mértékben egyetértek"
"118","R_2feQfnlCj9cgK7i","Győzelem","Határok","Katonaság","Élet","Siker","pozitív","pozitív","pozitív","semleges","semleges","Fejlődés","Egó","Hiba","Vita","Igazságos","pozitív","inkább negatív","inkább negatív","inkább pozitív","semleges","Kevésbé valószínű, hogy így gondolnám.","Kevésbé valószínű, hogy így gondolnám.","Kevésbé valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","A nehéz feladatot, ahol valószínűleg tanulok valami újat.","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Teljes mértékben egyetértek","Teljes mértékben egyetértek","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Teljes mértékben egyetértek","Teljes mértékben egyetértek","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Teljes mértékben egyetértek","Teljes mértékben egyetértek","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Egyetértek","Teljes mértékben egyetértek","Nem értek egyet","Egyetértek","Egyetértek","Inkább nem értek egyet","Teljes mértékben egyetértek","Teljes mértékben egyetértek","Egyetértek","Inkább egyetértek","Egyetértek"
"119","R_1GUhNi1Os1PLdI1","izgalom","feladat","fejlődés","talpraesettség","probléma","inkább pozitív","inkább pozitív","pozitív","pozitív","inkább negatív","zsűri","stressz","megfelelési kényszer","szakértelem","rosszindulat","semleges","negatív","negatív","pozitív","negatív","Talán így gondolnám.","Talán így gondolnám.","Talán így gondolnám.","Nagyon valószínű, hogy így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Nem értek egyet","Nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek","Egyetértek","Nem értek egyet","Inkább nem értek egyet","Egyetértek","Teljes mértékben egyetértek","Inkább nem értek egyet","Inkább egyetértek","Egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Nem értek egyet","Inkább egyetértek","Egyáltalán nem értek egyet"
"120","R_1IZBO4hfxgy5udm","kaland","nehéz","fejlődés","hajrá","gyerünk","inkább pozitív","inkább negatív","pozitív","pozitív","pozitív","társadalom","építő","értelmetlen","befogadhatatlan","hagyjál már","inkább pozitív","pozitív","negatív","negatív","negatív","Nagyon valószínű, hogy így gondolnám.","Egyáltalán nem valószínű, hogy így gondolnám.","Talán így gondolnám.","Talán így gondolnám.","A nehéz feladatot, ahol valószínűleg tanulok valami újat.","Egyetértek","Egyetértek","Inkább nem értek egyet","Nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Egyetértek","Inkább egyetértek","Inkább nem értek egyet","Nem értek egyet","Nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Teljes mértékben egyetértek","Egyetértek","Nem értek egyet","Nem értek egyet","Inkább egyetértek","Egyetértek","Teljes mértékben egyetértek","Egyetértek"
"121","R_27p5JSKyJztpcLs","motiváció","ösztönzés","nehézség","akadály","felelősség","pozitív","pozitív","semleges","semleges","semleges","csalódás","fejlődés","építő","sértő","teljesítmény","negatív","pozitív","inkább pozitív","negatív","semleges","Egyáltalán nem valószínű, hogy így gondolnám.","Teljes mértékben így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Teljes mértékben így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Nem értek egyet","Nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Egyetértek","Egyetértek","Nem értek egyet","Nem értek egyet","Egyetértek","Teljes mértékben egyetértek","Nem értek egyet","Nem értek egyet","Inkább nem értek egyet","Egyáltalán nem értek egyet","Nem értek egyet","Inkább nem értek egyet","Egyetértek","Nem értek egyet","Nem értek egyet","Egyetértek","Teljes mértékben egyetértek","Inkább egyetértek","Teljes mértékben egyetértek"
"122","R_2sZomJ9bA3Bvihj","erő","fejlődés","támogatás","küzdelem","motiváció","pozitív","pozitív","pozitív","semleges","inkább pozitív","vélemény","értékelés","visszajelzés","fejlődés","tükör","semleges","inkább pozitív","pozitív","pozitív","semleges","Kevésbé valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Talán így gondolnám.","Teljes mértékben így gondolnám.","A nehéz feladatot, ahol valószínűleg tanulok valami újat.","Inkább nem értek egyet","Nem értek egyet","Inkább egyetértek","Egyetértek","Nem értek egyet","Nem értek egyet","Egyetértek","Egyetértek","Egyáltalán nem értek egyet","Nem értek egyet","Teljes mértékben egyetértek","Egyetértek","Nem értek egyet","Nem értek egyet","Teljes mértékben egyetértek","Teljes mértékben egyetértek","Egyetértek","Teljes mértékben egyetértek","Teljes mértékben egyetértek","Inkább egyetértek","Egyetértek","Teljes mértékben egyetértek","Egyetértek","Egyetértek","Egyetértek"
"123","R_117pAOJK4eLIljP","küzdelem","stressz","nehézségek","felemelkedés","cél","semleges","negatív","negatív","pozitív","pozitív","tanulmányok","újságcikk","iromány","önkritika","szubjektív","negatív","inkább pozitív","semleges","negatív","semleges","Nagyon valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Teljes mértékben így gondolnám.","Nagyon valószínű, hogy így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Inkább nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Egyetértek","Nem értek egyet","Nem értek egyet","Inkább egyetértek","Inkább egyetértek","Nem értek egyet","Nem értek egyet","Nem értek egyet","Egyetértek","Nem értek egyet","Inkább egyetértek","Egyetértek","Inkább egyetértek","Inkább egyetértek"
"124","R_su80BUM5AWt2Bwd","Ambíció","Munka","Időbefektetés","Nehéz","Megterhelő","inkább pozitív","inkább pozitív","inkább negatív","semleges","inkább negatív","Építő","Rossz","Rontás","Vélemény","Újság","inkább pozitív","negatív","inkább negatív","inkább pozitív","semleges","Nagyon valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Talán így gondolnám.","Nagyon valószínű, hogy így gondolnám.","A nehéz feladatot, ahol valószínűleg tanulok valami újat.","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Nem értek egyet","Inkább nem értek egyet","Egyetértek","Nem értek egyet","Nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Egyetértek","Inkább egyetértek","Inkább egyetértek","Nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább egyetértek"
"125","R_2zTin6dRImdvfT4","teher","akadály","közdelem","fáradság","megkönnyebbülés","negatív","negatív","inkább negatív","negatív","semleges","vélemény","tanács","jó indulat - rossz indular","figyelem","türelem/nyugalom","semleges","pozitív","semleges","inkább pozitív","semleges","Talán így gondolnám.","Egyáltalán nem valószínű, hogy így gondolnám.","Kevésbé valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Nem értek egyet","Nem értek egyet","Nem értek egyet","Inkább nem értek egyet","Nem értek egyet","Nem értek egyet","Egyetértek","Inkább nem értek egyet","Nem értek egyet","Inkább nem értek egyet","Nem értek egyet","Inkább egyetértek","Nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Egyetértek","Egyetértek","Teljes mértékben egyetértek","Egyetértek","Egyetértek","Teljes mértékben egyetértek","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Egyetértek","Teljes mértékben egyetértek"
"126","R_1LAJlYbqhnUUMBY","Küzdelem","Feladat","Megmérettetés","Cél","Harc","pozitív","inkább pozitív","inkább pozitív","pozitív","inkább pozitív","Vélemény","Kioktatás","Rosszindulat","Építő jellegű","Segítség","semleges","inkább negatív","negatív","pozitív","pozitív","Kevésbé valószínű, hogy így gondolnám.","Talán így gondolnám.","Talán így gondolnám.","Nagyon valószínű, hogy így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Nem értek egyet","Nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Nem értek egyet","Inkább egyetértek","Inkább egyetértek","Nem értek egyet","Nem értek egyet","Inkább egyetértek","Inkább egyetértek","Nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Egyáltalán nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek"
"127","R_2uCednNv4LNXMHo","bátorság","kitartás","merészség","próba","elhivatottság","pozitív","pozitív","inkább pozitív","inkább pozitív","pozitív","negatív","fejlesztés","szakértelem","vélemény","bírálat","negatív","pozitív","pozitív","semleges","inkább negatív","Teljes mértékben így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Teljes mértékben így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Inkább nem értek egyet","Inkább nem értek egyet","Nem értek egyet","Nem értek egyet","Inkább nem értek egyet","Egyetértek","Egyetértek","Egyetértek","Nem értek egyet","Nem értek egyet","Egyetértek","Egyetértek","Inkább nem értek egyet","Egyáltalán nem értek egyet","Inkább nem értek egyet","Egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Egyetértek","Inkább nem értek egyet","Inkább egyetértek","Egyetértek","Inkább egyetértek","Egyetértek","Inkább nem értek egyet"
"128","R_2CJvQwYlzFvCDRX","küldetés","nehézség","feladat","határok","párbaj","inkább pozitív","semleges","inkább negatív","semleges","inkább pozitív","kritikus","vélemény","megfontolt","minősítés","bírálat","inkább negatív","semleges","inkább pozitív","semleges","semleges","Nagyon valószínű, hogy így gondolnám.","Kevésbé valószínű, hogy így gondolnám.","Kevésbé valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Inkább nem értek egyet","Inkább nem értek egyet","Nem értek egyet","Inkább egyetértek","Egyetértek","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Nem értek egyet","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Nem értek egyet","Egyáltalán nem értek egyet","Inkább nem értek egyet","Teljes mértékben egyetértek","Inkább nem értek egyet","Inkább egyetértek","Nem értek egyet","Inkább egyetértek","Inkább egyetértek"
"129","R_xxh1elYSEwrIlEd","Erőfeszítés","Szorgalom","Törekvés","Feladat","Motiváció","inkább pozitív","inkább pozitív","inkább pozitív","semleges","inkább pozitív","Vélemény","Bírálat","Negatívum","Gondolat","Fejlesztő","semleges","inkább negatív","negatív","semleges","inkább pozitív","Kevésbé valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Egyáltalán nem valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Egyetértek","Egyetértek","Egyetértek","Egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Egyetértek","Egyetértek","Nem értek egyet","Nem értek egyet","Egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Egyetértek","Egyetértek","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Nem értek egyet","Egyetértek","Inkább egyetértek","Egyetértek","Egyetértek"
"130","R_2SDhGCq7OQ8U5cE","intelligencia","kísérlet","logika","furfang","sikerorientáltság","pozitív","semleges","semleges","pozitív","pozitív","gondolkodás","negatív","építő","vélemény","önbizalom","semleges","inkább negatív","pozitív","semleges","inkább pozitív","Talán így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Egyáltalán nem valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Egyetértek","Inkább egyetértek","Egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább egyetértek","Egyetértek","Inkább nem értek egyet","Nem értek egyet","Inkább egyetértek","Egyáltalán nem értek egyet","Nem értek egyet","Nem értek egyet","Inkább egyetértek","Inkább egyetértek","Egyetértek","Inkább nem értek egyet","Inkább egyetértek","Teljes mértékben egyetértek","Egyetértek"
"131","R_3Ma3dtyKYeRAg9Q","Nehéz","Ambíciók","Motiváció","Próbálkozás","Siker","inkább negatív","semleges","pozitív","semleges","pozitív","Hiba","Tanulás","Próbálkozás","Rossz","Építő","inkább negatív","inkább pozitív","semleges","negatív","inkább pozitív","Kevésbé valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Talán így gondolnám.","Nagyon valószínű, hogy így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Nem értek egyet","Inkább egyetértek","Nem értek egyet","Nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Egyetértek","Egyáltalán nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Nem értek egyet","Nem értek egyet","Nem értek egyet"
"132","R_qXywiPwjbBAF1Ad","munka","oriflame","motiváció","új feladat","lehetőség","inkább pozitív","pozitív","pozitív","inkább pozitív","pozitív","pozitív","negatív","építő","megfigyelés","írígység","pozitív","semleges","pozitív","inkább pozitív","negatív","Kevésbé valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Kevésbé valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","A nehéz feladatot, ahol valószínűleg tanulok valami újat.","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Nem értek egyet","Inkább egyetértek","Inkább egyetértek","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Teljes mértékben egyetértek","Teljes mértékben egyetértek","Nem értek egyet","Egyáltalán nem értek egyet","Egyetértek","Egyetértek","Inkább egyetértek","Inkább egyetértek","Teljes mértékben egyetértek","Inkább egyetértek","Inkább nem értek egyet","Egyetértek","Teljes mértékben egyetértek","Egyetértek","Teljes mértékben egyetértek"
"133","R_xxETxv4sj9kAr4Z","Harc","Küzdelem","Öröm","Gyakorlás","Idő","inkább negatív","semleges","pozitív","semleges","semleges","Rossz","Helytelen","Hiba","Vélemény","Kellemes","negatív","negatív","negatív","semleges","pozitív","Nagyon valószínű, hogy így gondolnám.","Talán így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","A nehéz feladatot, ahol valószínűleg tanulok valami újat.","Inkább egyetértek","Nem értek egyet","Nem értek egyet","Nem értek egyet","Egyetértek","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Egyetértek","Egyetértek","Inkább egyetértek","Nem értek egyet","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Egyetértek","Egyetértek","Teljes mértékben egyetértek","Egyetértek","Teljes mértékben egyetértek","Inkább egyetértek","Nem értek egyet","Egyetértek","Inkább egyetértek","Teljes mértékben egyetértek","Inkább nem értek egyet"
"134","R_1MSrliYr5fsJzqi","erő","megpróbálni","nehéz","siker","legyőzni","pozitív","inkább pozitív","semleges","pozitív","pozitív","vélemény","segítség","nem elég jó","meghallgat","elfogadás","semleges","inkább pozitív","inkább negatív","pozitív","inkább pozitív","Kevésbé valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Talán így gondolnám.","Teljes mértékben így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Inkább nem értek egyet","Inkább nem értek egyet","Nem értek egyet","Inkább egyetértek","Nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Egyetértek","Nem értek egyet","Inkább egyetértek","Egyetértek"
"135","R_2RUQZP9LqXarRNW","nehézség","siker","probléma","verseny","küzdelem","inkább pozitív","pozitív","negatív","inkább negatív","semleges","csalódás","fejlődés","elfogadás","vége","tolerancia","negatív","pozitív","inkább pozitív","inkább negatív","inkább pozitív","Nagyon valószínű, hogy így gondolnám.","Teljes mértékben így gondolnám.","Talán így gondolnám.","Teljes mértékben így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Egyetértek","Teljes mértékben egyetértek","Inkább nem értek egyet","Teljes mértékben egyetértek","Egyetértek","Inkább egyetértek","Teljes mértékben egyetértek","Egyetértek","Nem értek egyet","Inkább egyetértek","Inkább egyetértek"
"136","R_2U963JPhjatafh6","fejlődés","motiváció","lehetőség","bukás","nehéz","pozitív","pozitív","pozitív","negatív","inkább negatív","negatív","elvisel","teljesítmény","rossz","építő","negatív","semleges","semleges","negatív","inkább pozitív","Kevésbé valószínű, hogy így gondolnám.","Kevésbé valószínű, hogy így gondolnám.","Talán így gondolnám.","Nagyon valószínű, hogy így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Egyetértek","Inkább egyetértek","Inkább nem értek egyet","Nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Egyetértek","Egyáltalán nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Egyetértek","Teljes mértékben egyetértek","Nem értek egyet","Teljes mértékben egyetértek","Egyetértek","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek"
